movie_title,release_date,genre,meta_mixed,meta_negative,meta_positive,metascore,user_mixed,user_negative,user_positive,userscore
Bottom of the 9th,19-Jul-19,Drama,1,2,4,58,0,1,1,tbd
The House of Tomorrow,27-Apr-18,"Drama,Comedy",5,0,8,58,0,0,2,tbd
Go Further,8-Oct-04,Documentary,6,0,10,58,0,0,2,tbd
Free Radicals,23-Jul-04,"Drama,Romance",3,1,5,58,0,0,2,tbd
Somebody Up There Likes Me,8-Mar-13,Comedy,3,2,7,58,0,1,1,tbd
The Notebook,29-Aug-14,"Drama,War",8,1,12,57,1,0,1,tbd
The Laundromat,27-Sep-19,Drama,12,5,13,57,1,1,0,tbd
Cet amour-là,2-Apr-03,Drama,9,0,8,57,0,0,2,tbd
Three Peaks,28-Jun-19,Drama,3,1,7,57,0,0,2,tbd
Backstage,22-Nov-06,"Drama,Music",7,0,4,57,0,0,2,tbd
Saudate for the Future,20-Jun-01,"Music,Documentary",2,1,4,57,0,1,1,tbd
How to Live Forever,13-May-11,Documentary,4,1,8,57,0,0,2,tbd
Collaborator,6-Jul-12,"Drama,Comedy",3,1,5,56,1,0,1,tbd
The Misandrists,25-May-18,"Drama,Comedy",3,3,5,56,0,1,1,tbd
Rollerball,25-Jun-75,"Action,Sci-Fi,Sport",4,1,6,56,0,0,2,tbd
Claire Dolan,25-Feb-00,Drama,3,1,5,56,0,0,2,tbd
Tiger Eyes,7-Jun-13,Drama,5,1,6,56,0,1,1,tbd
Breaking Upwards,2-Apr-10,Romance,8,1,5,56,0,1,1,tbd
Diary of a Chambermaid,10-Jun-16,Drama,12,0,4,56,2,0,0,tbd
Detour,29-Mar-13,Thriller,4,1,4,55,0,0,2,tbd
Loro,20-Sep-19,"Biography,Drama",7,2,5,55,1,0,1,tbd
Breakin' 2: Electric Boogaloo,21-Dec-84,"Drama,Comedy,Musical",5,0,2,55,1,0,1,tbd
Little Pink House,20-Apr-18,Drama,6,0,7,55,0,0,2,tbd
The Girl Is in Trouble,3-Apr-15,"Thriller,Crime",5,0,4,55,2,0,0,tbd
Marie's Story,1-May-15,Biography,4,1,4,54,0,0,2,tbd
Explicit Ills,6-Mar-09,Drama,5,0,3,54,2,0,0,tbd
Honour,11-Jul-14,Thriller,6,1,4,53,2,0,0,tbd
The Heart of Me,13-Jun-03,"Drama,Romance",11,2,11,53,0,1,1,tbd
Putin's Kiss,17-Feb-12,"Drama,Documentary",6,0,3,52,1,1,0,tbd
Citizen Koch,6-Jun-14,"Drama,Documentary",10,1,5,52,0,1,1,tbd
In the Name Of,30-Oct-13,"Drama,Thriller",5,1,2,52,0,1,1,tbd
Heavy Metal,7-Aug-81,"Adventure,Sci-Fi,Fantasy,Animation",3,5,5,51,1,0,1,tbd
11 Minutes,8-Apr-16,"Drama,Thriller",6,2,4,51,1,0,1,tbd
First Descent,2-Dec-05,"Sport,Documentary",7,5,10,51,0,0,2,tbd
Moscow Never Sleeps,9-Jun-17,Drama,6,0,1,51,0,0,2,tbd
You're Killing Me Susana,17-Feb-17,"Drama,Comedy,Romance",4,1,2,50,0,0,2,tbd
Beauty Remains,19-Sep-07,Drama,3,2,2,49,0,1,1,tbd
Body,11-Dec-15,"Drama,Thriller",3,2,3,49,1,1,0,tbd
Half Magic,23-Feb-18,"Comedy,Romance",6,1,2,49,1,1,0,tbd
Stagedoor,24-May-06,Documentary,5,1,2,49,1,0,1,tbd
Crazy Wisdom: The Life & Times of Chogyam Trungpa Rinpoche,25-Nov-11,Documentary,5,1,1,48,0,2,0,tbd
My Amityville Horror,15-Mar-13,Documentary,4,1,3,48,1,1,0,tbd
The World Made Straight,9-Jan-15,Drama,8,1,4,48,2,0,0,tbd
Condo Painting,10-Mar-00,Documentary,4,3,4,48,0,0,2,tbd
Coffee Date,10-Nov-06,Comedy,4,1,3,47,0,1,1,tbd
Who Killed Bambi?,12-Nov-04,"Drama,Thriller",5,1,2,47,0,0,2,tbd
Perfect,7-Jun-85,"Drama,Romance",6,3,4,46,1,0,1,tbd
Digging Up the Marrow,20-Feb-15,"Biography,Drama,Mystery,Thriller,Fantasy,Horror",6,1,1,45,2,0,0,tbd
Fire and Ice,26-Aug-83,"Adventure,Fantasy,Animation",3,2,3,45,1,1,0,tbd
Foul Play,14-Jul-78,"Mystery,Thriller,Comedy",1,2,4,45,2,0,0,tbd
Swimming with Men,7-Dec-18,"Drama,Sport,Comedy,Romance",8,2,1,44,1,0,1,tbd
Angels in the Outfield,15-Jul-94,"Sport,Fantasy,Comedy,Family",11,7,5,44,0,0,2,tbd
Carbon Nation,11-Feb-11,"Family,Documentary",5,1,1,44,0,0,2,tbd
Steve + Sky,8-Jul-05,"Drama,Comedy,Romance",5,1,1,44,1,0,1,tbd
The Great Role,6-May-05,"Drama,Comedy,Romance",3,4,3,43,0,0,2,tbd
Crooked Arrows,1-Jun-12,"Drama,Sport",10,2,1,42,2,0,0,tbd
Mighty Fine,25-May-12,"Drama,Comedy",8,1,1,42,0,1,1,tbd
Pizza,20-Jan-06,Comedy,6,1,2,42,0,0,2,tbd
U Want Me 2 Kill Him?,14-Mar-14,"Drama,Thriller",5,2,1,42,0,1,1,tbd
The Intended,25-Jun-04,Drama,8,1,1,42,0,0,2,tbd
The Loss of Sexual Innocence,28-May-99,Drama,8,9,10,42,1,0,1,tbd
"Milwaukee, Minnesota",3-Jun-05,Drama,9,2,2,41,0,1,1,tbd
Nowhere Man,11-Mar-05,"Action,Drama,Horror,Comedy,Crime",2,4,4,41,1,1,0,tbd
An Acceptable Loss,18-Jan-19,"Drama,Thriller",4,5,2,40,0,1,1,tbd
Rodin,1-Jun-18,"Biography,Drama,Romance",8,4,2,39,0,0,2,tbd
Till Human Voices Wake Us,21-Feb-03,Drama,16,6,2,39,1,1,0,tbd
Vincent Wants to Sea,24-Jun-11,Drama,4,2,2,39,1,0,1,tbd
Confessions of a Burning Man,27-Feb-04,Documentary,5,3,0,37,0,2,0,tbd
Aardvark,13-Apr-18,Drama,9,4,1,37,1,0,1,tbd
Can't Buy Me Love,14-Aug-87,"Drama,Comedy,Romance",9,2,0,36,0,0,2,tbd
Stateside,21-May-04,"Drama,Romance",10,8,1,35,0,0,2,tbd
Isn't She Great,28-Jan-00,"Biography,Comedy,Romance",9,16,9,34,1,1,0,tbd
Losing Control,23-Mar-12,Comedy,5,2,0,33,0,0,2,tbd
My Favorite Martian,12-Feb-99,"Sci-Fi,Comedy,Family",9,10,2,33,0,1,1,tbd
The Perfect Holiday,12-Dec-07,"Comedy,Romance,Family",6,13,3,32,0,1,1,tbd
Beyond Honor,17-Mar-06,Drama,1,5,2,32,0,0,2,tbd
Least Among Saints,12-Oct-12,Drama,5,2,0,32,0,0,2,tbd
The Curse of Downers Grove,21-Aug-15,"Drama,Mystery,Thriller,Horror",2,5,0,31,1,1,0,tbd
Cost of a Soul,20-May-11,"Drama,Crime",3,5,1,30,0,0,2,tbd
Immigration Tango,18-Feb-11,Comedy,4,7,0,28,0,0,2,tbd
Maladies,21-Mar-14,Drama,5,8,0,28,1,0,1,tbd
Saturn 3,15-Feb-80,"Adventure,Sci-Fi,Thriller,Horror",1,7,0,9,0,1,1,tbd
Force of Evil,1-Mar-49,"Drama,Crime,Film-Noir",1,0,9,89,0,0,1,tbd
The General,18-Dec-98,"Biography,Drama,Thriller,Crime",3,0,18,81,0,0,1,tbd
The Hill,3-Oct-65,"Drama,War",0,0,7,81,0,1,0,tbd
The Freshman,20-Jul-90,"Comedy,Crime",2,0,25,78,0,0,1,tbd
The Iron Ministry,21-Aug-15,Documentary,1,0,7,76,1,0,0,tbd
Guerrilla: The Taking of Patty Hearst,26-Nov-04,"Biography,History,Crime,War,Documentary",3,1,16,75,0,0,1,tbd
Donbass,11-Jan-19,Drama,0,0,7,74,0,0,1,tbd
Gun Crazy,20-Jan-50,"Drama,Thriller,Romance,Crime,Film-Noir",3,0,11,74,1,0,0,tbd
The Watermelon Woman,5-Mar-97,Drama,2,0,9,74,1,0,0,tbd
Kiki,24-Feb-17,Documentary,2,0,9,73,0,0,1,tbd
After the Life,13-Feb-04,"Drama,Crime",4,0,12,73,0,0,1,tbd
Mike Wallace Is Here,26-Jul-19,"Biography,Documentary",2,0,20,73,0,0,1,tbd
Little Feet,12-Dec-14,Drama,2,0,5,73,0,0,1,tbd
Breaker Morant,15-Oct-80,"Drama,History,War",2,0,8,72,1,0,0,tbd
Plagues and Pleasures on the Salton Sea,20-Apr-07,Documentary,1,0,7,72,0,0,1,tbd
Battle for Brooklyn,17-Jun-11,"Drama,Documentary",3,0,8,71,0,0,1,tbd
Koch,1-Feb-13,"Biography,History,Documentary",4,0,13,71,0,0,1,tbd
Bugsy Malone,15-Sep-76,"Comedy,Crime,Family,Musical",1,1,5,71,0,0,1,tbd
Letters from Baghdad,2-Jun-17,Documentary,4,0,8,71,0,0,1,tbd
Paint It Black,19-May-17,Drama,2,0,11,71,0,0,1,tbd
Tel Aviv on Fire,2-Aug-19,"Drama,Comedy,Romance",3,0,13,70,0,0,1,tbd
Better Living Through Circuitry,26-May-00,"Drama,Music,Documentary",1,1,14,70,0,0,1,tbd
Jason Becker: Not Dead Yet,14-Dec-12,"Biography,Music,Documentary",2,0,8,70,0,0,1,tbd
Beautiful Darling,22-Apr-11,Documentary,1,0,6,69,0,0,1,tbd
Rosenwald,14-Aug-15,"Biography,Documentary",4,0,8,67,0,0,1,tbd
It Came from Kuchar,9-Apr-10,"Comedy,Documentary",2,0,8,67,0,0,1,tbd
Guidance,21-Aug-15,Comedy,3,1,4,66,0,0,1,tbd
Littlerock,12-Aug-11,Drama,4,0,9,66,0,0,1,tbd
Harvest of Empire,28-Sep-12,"History,Documentary,News",3,0,4,66,0,1,0,tbd
The Swell Season,22-Apr-11,"Romance,Music,Documentary",7,0,8,65,0,0,1,tbd
"Faster, Pussycat! Kill! Kill!",6-Aug-65,"Action,Comedy",2,0,6,65,0,0,1,tbd
Fishing Without Nets,26-Sep-14,Thriller,3,0,6,65,1,0,0,tbd
Naz & Maalik,22-Jan-16,"Adventure,Drama,Comedy",3,0,4,65,0,0,1,tbd
Monsieur N.,21-Jan-05,"Biography,Drama,Mystery",3,1,9,65,1,0,0,tbd
Red Flag,22-Feb-13,"Comedy,Romance",5,0,7,65,0,1,0,tbd
Wolke Neun,28-Aug-09,"Drama,Romance",6,0,8,64,0,1,0,tbd
Sample This,13-Sep-13,Documentary,2,0,5,64,0,1,0,tbd
Wrestling with Angels: Playwright Tony Kushner,4-Oct-06,Documentary,6,0,10,64,0,0,1,tbd
The Almost Man,1-Aug-14,"Drama,Comedy",2,0,5,64,1,0,0,tbd
Coming Through The Rye,14-Oct-16,Drama,3,0,8,64,0,0,1,tbd
Enzo Avitabile Music Life,18-Oct-13,Documentary,5,0,5,64,0,1,0,tbd
We Are X,21-Oct-16,"Music,Documentary",5,0,5,64,1,0,0,tbd
Woman Is the Future of Man,3-Mar-06,Drama,4,0,4,63,0,0,1,tbd
The Caine Mutiny,24-Jun-54,"Drama,War",2,0,6,63,0,0,1,tbd
Rubble Kings,19-Jun-15,Documentary,5,0,6,62,1,0,0,tbd
Punching the Clown,22-Oct-10,Comedy,4,0,3,62,0,0,1,tbd
Stolen Childhoods,20-May-05,Documentary,3,0,7,62,0,0,1,tbd
Nearing Grace,13-Oct-06,Drama,6,0,5,62,0,0,1,tbd
Dreams Rewired,16-Dec-15,"History,Documentary,News",4,0,4,62,0,0,1,tbd
The Invisibles,25-Jan-19,"Biography,Drama,History,War",3,0,8,60,1,0,0,tbd
Len and Company,10-Jun-16,"Drama,Comedy",4,0,3,60,0,0,1,tbd
Go for Sisters,8-Nov-13,"Drama,Thriller,Crime",13,0,10,59,0,0,1,tbd
Follow Me: The Yoni Netanyahu Story,18-May-12,Documentary,3,0,5,58,0,1,0,tbd
Blossoms of Fire,20-Jan-06,Documentary,6,0,2,58,0,0,1,tbd
Defamation,20-Nov-09,Documentary,6,0,4,58,0,0,1,tbd
Pulling Strings,4-Oct-13,"Comedy,Romance",4,0,3,57,0,0,1,tbd
Rubberneck,22-Feb-13,"Drama,Thriller",5,2,7,57,0,0,1,tbd
Confetti,15-Sep-06,"Comedy,Romance",7,3,11,57,0,0,1,tbd
Shake Hands with the Devil,29-Oct-10,"Drama,History,War",3,1,4,57,0,0,1,tbd
Limelight,23-Sep-11,Documentary,7,1,3,57,0,0,1,tbd
"I, Olga Hepnarová",24-Mar-17,"Biography,Drama,Thriller,Crime",4,0,6,57,1,0,0,tbd
Sushi: The Global Catch,3-Aug-12,"History,Documentary,News",4,1,4,57,0,1,0,tbd
Sacrifice,27-Jul-12,"Drama,History",5,0,6,57,0,1,0,tbd
Tommy's Honour,14-Apr-17,"Biography,Drama,History,Sport,Romance",9,2,11,56,1,0,0,tbd
Greedy Lying Bastards,8-Mar-13,Documentary,6,2,6,56,0,1,0,tbd
The Driver,28-Jul-78,"Action,Thriller,Crime",6,1,6,56,0,0,1,tbd
3 Hearts,13-Mar-15,Drama,9,0,10,56,0,1,0,tbd
Spark: A Burning Man Story,16-Aug-13,"Action,Biography,Drama,Documentary",4,1,4,55,0,1,0,tbd
Union Square,13-Jul-12,Drama,7,0,4,55,0,0,1,tbd
Dreaming of Joseph Lees,29-Oct-99,"Drama,Romance",5,1,7,55,1,0,0,tbd
I Am Eleven,12-Sep-14,"Biography,Documentary",5,0,4,55,0,0,1,tbd
The Brooklyn Brothers Beat the Best,21-Sep-12,"Comedy,Music",6,1,4,54,0,0,1,tbd
Whole New Thing,6-Apr-07,"Drama,Comedy",6,2,3,54,0,0,1,tbd
Amu,25-May-07,Drama,4,1,5,54,0,0,1,tbd
Next of Kin,20-Oct-89,"Action,Thriller,Crime",4,2,6,53,0,0,1,tbd
Group,5-Jul-02,"Drama,Comedy",4,1,5,53,0,0,1,tbd
Ghost River,5-Mar-04,Drama,7,1,6,52,0,1,0,tbd
Zorro: The Gay Blade,17-Jul-81,"Action,Adventure,Comedy,Romance,Western",5,1,4,52,0,0,1,tbd
American Chaos,14-Sep-18,Documentary,6,1,2,52,1,0,0,tbd
Private Peaceful,31-Oct-14,"Drama,War",8,1,3,51,1,0,0,tbd
The Song of Sway Lake,21-Sep-18,"Drama,Romance,Musical",6,0,4,51,0,0,1,tbd
Twelve Thirty,14-Jan-11,Drama,6,1,2,50,0,1,0,tbd
The Human Scale,18-Oct-13,"Documentary,News",3,2,2,50,0,0,1,tbd
Auggie Rose,15-Jun-01,"Drama,Mystery,Thriller",8,0,2,49,0,0,1,tbd
Just Like Us,10-Jun-11,Documentary,6,2,4,49,0,0,1,tbd
Special Treatment,26-Aug-11,"Drama,Comedy",5,1,5,49,1,0,0,tbd
Meeting Resistance,19-Oct-07,Documentary,6,0,2,49,0,0,1,tbd
When Comedy Went to School,31-Jul-13,"Drama,Comedy,Documentary",10,1,2,49,0,0,1,tbd
Incantato,24-Sep-04,"Drama,Comedy,Romance",6,1,3,48,1,0,0,tbd
Spring Fever,6-Aug-10,Drama,4,1,2,47,0,1,0,tbd
The Dry Land,30-Jul-10,Drama,6,1,3,47,1,0,0,tbd
U.N. Me,1-Jun-12,Documentary,8,1,2,46,0,1,0,tbd
Little Darlings,21-Mar-80,"Drama,Comedy",5,2,2,45,0,0,1,tbd
Paternity,2-Oct-81,"Comedy,Romance",7,1,1,45,0,0,1,tbd
Hey Bartender,7-Jun-13,Documentary,6,2,1,44,0,0,1,tbd
Suspended Animation,31-Oct-03,Thriller,8,5,2,43,0,1,0,tbd
Jake Speed,30-May-86,"Action,Adventure,Comedy,Crime",6,1,1,42,1,0,0,tbd
Tonight You're Mine,11-May-12,"Drama,Comedy,Music",10,3,2,41,0,0,1,tbd
Two Moon Junction,29-Apr-88,"Drama,Romance",5,5,1,38,0,0,1,tbd
Shock Treatment,31-Oct-81,"Comedy,Musical",5,2,0,36,0,0,1,tbd
Take Care,5-Dec-14,"Drama,Comedy,Romance",5,3,0,34,0,0,1,tbd
The Wait,31-Jan-14,"Drama,Thriller",4,5,1,34,0,0,1,tbd
The Time Being,26-Jul-13,Mystery,5,6,0,29,1,0,0,tbd
Answers to Nothing,2-Dec-11,"Drama,Mystery",5,8,1,29,0,0,1,tbd
The Condemned,1-Mar-13,Mystery,3,5,0,29,0,1,0,tbd
The Crash,13-Jan-17,"Thriller,Crime",2,5,0,28,0,1,0,tbd
McCanick,21-Mar-14,"Drama,Mystery,Thriller,Crime",4,5,0,28,0,0,1,tbd
Friended to Death,2-May-14,Comedy,0,6,1,26,0,1,0,tbd
Besotted,1-Nov-02,"Comedy,Romance",0,7,0,20,0,0,1,tbd
Unplanned,29-Mar-19,"Biography,Drama",1,6,0,10,1,51,687,9.3
Darkness,25-Dec-04,"Mystery,Thriller,Horror",1,14,1,15,10,20,243,8.9
Kung Pow: Enter the Fist,25-Jan-02,"Action,Comedy",2,11,1,14,16,31,319,8.6
Knock Down the House,1-May-19,Documentary,1,0,19,80,3,328,30,0.9
Marci X,22-Aug-03,"Comedy,Music",2,14,1,20,1,4,47,9.1
Valentine,2-Feb-01,"Thriller,Horror",3,13,1,18,13,11,130,8.8
Deuces Wild,3-May-01,"Action,Drama,Crime",3,18,0,16,3,7,48,8.6
Mortal Kombat: Annihilation,21-Nov-97,"Action,Adventure,Sci-Fi,Thriller,Fantasy",2,10,0,11,35,81,334,7.9
Harlem Nights,17-Nov-89,"Drama,Comedy,Romance,Crime",3,11,0,16,3,7,49,8.4
Jawbreaker,19-Feb-99,"Comedy,Crime",4,15,2,22,3,25,316,8.9
Surviving Christmas,22-Oct-04,"Comedy,Romance",6,22,1,19,3,5,37,8.5
The Ottoman Lieutenant,10-Mar-17,"Drama,War",4,9,0,26,5,16,192,9.1
Ready to Rumble,7-Apr-00,"Sport,Comedy",6,18,2,23,3,9,70,8.7
The Mod Squad,26-Mar-99,"Action,Thriller",5,15,1,16,3,14,58,8
Adam,14-Aug-19,Comedy,4,0,6,64,0,4,0,0
Dracula 2000,22-Dec-00,"Action,Horror,Romance",7,7,0,26,9,10,182,8.9
Here on Earth,24-Mar-00,"Drama,Romance",5,17,2,25,2,3,27,8.8
Double Take,12-Jan-01,"Action,Thriller,Comedy,Crime",4,15,3,25,1,3,28,8.8
In the Name of the King: A Dungeon Siege Tale,11-Jan-08,"Action,Adventure,Drama,Fantasy",1,10,0,15,24,111,392,7.7
Sorority Row,11-Sep-09,"Thriller,Horror",5,6,0,24,23,23,205,8.6
Half Baked,16-Jan-98,"Comedy,Crime",3,11,0,16,10,9,61,7.8
Bats,22-Oct-99,"Thriller,Horror",7,19,0,23,3,3,29,8.5
Tales of Erotica,21-Feb-03,"Drama,Comedy",2,5,0,24,0,1,8,8.6
Without a Paddle,20-Aug-04,"Adventure,Mystery,Comedy",11,15,1,29,12,8,130,9
Phantoms,23-Jan-98,"Drama,Thriller,Horror",7,10,2,26,3,6,110,8.7
What Love Is,23-Mar-07,Comedy,0,7,1,14,0,5,14,7.5
Maria Full of Grace,16-Jul-04,"Drama,Thriller,Crime",1,0,38,87,5,122,52,2.7
Half Past Dead,15-Nov-02,"Action,Thriller,Crime",3,20,0,23,6,5,37,8.3
The Last Face,28-Jul-17,Drama,1,19,0,16,1,4,13,7.6
Cursed,25-Feb-05,"Thriller,Fantasy,Horror,Comedy",8,12,1,31,11,12,209,9
Nurse Betty,8-Sep-00,"Thriller,Comedy,Romance,Crime",11,2,21,69,7,99,9,1
Vegas Vacation,14-Feb-97,Comedy,3,7,0,20,15,10,57,7.9
The New Guy,10-May-02,Comedy,6,15,2,24,7,7,59,8.3
BloodRayne,6-Jan-06,"Action,Adventure,Fantasy,Horror,Comedy",2,11,0,18,4,113,345,7.6
The Quiet,25-Aug-06,"Drama,Thriller",6,16,2,29,5,11,97,8.7
They,27-Nov-02,"Thriller,Horror",6,8,2,31,1,6,79,8.9
Grind,15-Aug-03,"Adventure,Sport,Comedy",10,12,2,30,4,7,68,8.8
Corky Romano,12-Oct-01,"Comedy,Crime",5,17,1,20,4,12,49,7.8
She Hate Me,28-Jul-04,"Drama,Comedy",8,22,6,28,0,7,56,8.6
Hell Ride,8-Aug-08,"Action,Adventure,Drama,Thriller",4,13,2,25,4,9,47,8.3
The Tiger and the Snow,29-Dec-06,"Drama,Comedy,Romance,War",4,6,0,22,4,2,17,8
Pavilion of Women,4-May-01,"Adventure,Drama,Romance,War",4,10,0,26,1,0,6,8.4
Pulse,11-Aug-06,"Sci-Fi,Mystery,Thriller,Fantasy,Horror",6,11,1,27,14,77,415,8.4
Rambo: Last Blood,20-Sep-19,"Action,Adventure,Thriller,Western",10,19,2,26,14,29,229,8.3
Deception,25-Apr-08,"Drama,Mystery,Thriller,Romance,Crime",10,12,1,31,15,10,133,8.8
Idle Hands,30-Apr-99,"Sci-Fi,Mystery,Thriller,Fantasy,Horror,Comedy",4,13,3,31,9,8,139,8.8
Antitrust,12-Jan-01,"Drama,Thriller",12,15,2,31,15,4,102,8.8
Dead Man on Campus,21-Aug-98,Comedy,5,8,1,27,5,4,43,8.4
London,10-Feb-06,"Drama,Romance",3,12,0,24,4,6,36,8.1
Domestic Disturbance,2-Nov-01,"Mystery,Thriller,Crime",5,18,4,29,3,4,34,8.6
Shadow Hours,14-Jul-00,"Drama,Thriller",2,10,1,26,0,1,5,8.3
Soul Plane,28-May-04,"Comedy,Music",14,11,1,33,6,12,118,8.9
The Replacements,11-Aug-00,"Sport,Comedy",10,17,5,30,10,3,65,8.6
Vampire's Kiss,2-Jun-89,"Fantasy,Horror,Comedy",2,6,2,31,2,4,61,8.7
Sonny,27-Dec-02,"Drama,Crime",3,4,2,31,3,2,32,8.7
9 Dead Gay Guys,17-Oct-03,"Comedy,Crime",2,7,1,21,1,2,10,7.7
Downloading Nancy,5-Jun-09,"Drama,Thriller",1,10,0,19,0,2,6,7.5
The Punisher,16-Apr-04,"Action,Drama,Thriller,Crime",15,16,5,33,61,24,464,8.8
Hector and the Search for Happiness,19-Sep-14,"Adventure,Drama,Comedy",12,14,2,29,15,10,129,8.4
Sweet November,16-Feb-01,"Drama,Comedy,Romance",9,18,3,27,13,6,64,8.2
Body Shots,22-Oct-99,Drama,10,13,6,36,2,0,9,9.1
Demolition Man,8-Oct-93,"Action,Sci-Fi,Crime",4,3,2,34,32,7,249,8.8
Hide and Seek,28-Jan-05,"Mystery,Thriller,Horror",17,14,3,35,28,10,217,8.9
Summer of Sam,2-Jul-99,"Drama,Thriller,Romance,Crime",8,0,18,67,1,100,15,1.3
The Bachelor,5-Nov-99,"Comedy,Romance",10,15,1,31,3,8,55,8.5
Snow Day,11-Feb-00,"Adventure,Comedy,Romance,Family",6,12,4,34,4,3,52,8.8
Little Black Book,6-Aug-04,"Drama,Comedy,Romance",14,14,5,36,3,4,47,9
The Man,9-Sep-05,"Action,Comedy,Crime",10,14,3,33,2,5,43,8.7
Staying Alive,15-Jul-83,"Drama,Music",1,6,0,23,4,4,16,7.7
What Goes Up,29-May-09,Drama,2,8,0,22,1,2,8,7.6
Company Man,16-Feb-01,Comedy,2,18,1,18,2,1,6,7.2
Self/less,10-Jul-15,"Action,Sci-Fi,Drama,Mystery,Thriller",15,13,2,34,46,16,323,8.7
Loser,21-Jul-00,"Comedy,Romance",10,14,5,35,5,13,156,8.8
Vampire in Brooklyn,27-Oct-95,"Horror,Comedy,Romance",9,8,0,27,8,6,45,8
Whipped,1-Sep-00,"Comedy,Romance",2,23,1,10,3,7,14,6.3
Waking Up in Reno,25-Oct-02,"Comedy,Romance",4,6,0,28,3,0,9,8.1
Let It Ride,18-Aug-89,"Action,Comedy",4,4,1,33,1,1,7,8.6
Surviving Eden,25-Aug-06,Comedy,4,4,0,30,1,0,3,8.3
The Butterfly Effect,23-Jan-04,"Sci-Fi,Mystery,Thriller",14,18,3,30,41,32,355,8.2
Elite Squad,19-Sep-08,"Drama,Thriller,Romance,Crime",1,4,2,33,8,16,174,8.5
Urban Legend,25-Sep-98,"Mystery,Thriller,Horror",8,6,1,35,16,11,139,8.7
End of Days,24-Nov-99,"Action,Mystery,Thriller,Fantasy,Horror",13,16,4,33,20,9,106,8.5
The Hunted,14-Mar-03,"Action,Drama,Thriller,Crime",14,13,7,40,7,3,104,9.2
Detroit Rock City,13-Aug-99,"Adventure,Comedy,Music",3,9,6,33,3,6,60,8.5
Highlander,7-Mar-86,"Action,Adventure,Fantasy",1,6,0,24,16,3,41,7.6
Out Cold,21-Nov-01,"Sport,Comedy",4,11,0,22,3,7,28,7.4
Autumn in New York,11-Aug-00,"Drama,Romance",4,15,2,24,5,5,23,7.6
The Amati Girls,19-Jan-01,Drama,7,9,1,29,1,1,6,8.1
Hellraiser: Bloodline,8-Mar-96,"Sci-Fi,Horror",2,8,0,21,4,0,4,7.3
Bollywood/Hollywood,26-Sep-03,"Drama,Comedy,Romance,Musical",5,7,3,35,0,0,7,8.7
Johnson Family Vacation,7-Apr-04,Comedy,11,13,0,29,2,0,5,8.1
Underworld: Evolution,20-Jan-06,"Action,Sci-Fi,Thriller,Fantasy",9,9,3,36,47,42,500,8.7
Kingsglaive: Final Fantasy XV,19-Aug-16,"Action,Adventure,Sci-Fi,Drama,Fantasy,Animation",5,4,1,35,41,39,498,8.6
Equilibrium,6-Dec-02,"Action,Sci-Fi,Drama,Thriller",8,10,4,33,32,28,386,8.4
Gone in Sixty Seconds,9-Jun-00,"Action,Thriller,Crime",13,17,4,35,29,18,227,8.6
Twin Peaks: Fire Walk with Me,28-Aug-92,"Drama,Mystery,Thriller,Fantasy,Horror",5,10,1,28,18,8,132,7.9
Pootie Tang,29-Jun-01,"Action,Adventure,Comedy,Musical",4,12,3,31,6,8,54,8.2
Problem Child,27-Jul-90,"Comedy,Family",5,6,1,27,5,8,34,7.8
Gummo,17-Oct-97,Drama,4,10,1,19,9,7,30,7
Amy's Orgasm,23-Aug-02,"Comedy,Romance",5,5,2,36,1,3,35,8.7
Timecode,28-Apr-00,Drama,10,1,20,65,1,28,5,1.4
Thérèse: The Story of Saint Thérèse of Lisieux,1-Oct-04,"Biography,Drama",6,4,0,27,0,4,15,7.8
The Million Dollar Hotel,2-Feb-01,"Drama,Mystery,Thriller",8,7,0,25,2,3,12,7.6
Spies Like Us,6-Dec-85,"Adventure,Comedy",0,8,1,22,2,0,5,7.3
Revoloution,28-Apr-06,Drama,4,3,0,27,0,1,4,7.8
Warcraft,10-Jun-16,"Action,Adventure,Fantasy",18,19,3,32,256,221,"2,383",8.2
Final Destination,17-Mar-00,"Thriller,Horror",10,14,4,36,59,18,438,8.6
Dream House,30-Sep-11,"Drama,Mystery,Thriller",9,5,2,35,41,14,202,8.5
Shutter,21-Mar-08,"Mystery,Thriller,Horror",6,4,2,37,14,20,168,8.7
Turistas,1-Dec-06,"Adventure,Drama,Mystery,Thriller,Horror",10,11,5,36,14,16,143,8.6
Happiness,16-Oct-98,"Drama,Comedy",4,0,26,81,10,93,45,3.1
Red Planet,10-Nov-00,"Action,Sci-Fi,Thriller",14,11,2,34,17,6,78,8.4
Senseless,20-Feb-98,"Comedy,Romance",7,4,2,36,6,2,37,8.6
Broken Bridges,8-Sep-06,"Drama,Music",4,3,0,32,2,5,25,8.2
The Vanishing Of Sidney Hall,2-Mar-18,"Drama,Mystery",0,11,0,18,1,5,16,6.8
Masked and Anonymous,24-Jul-03,"Drama,Comedy,Music",11,13,4,32,2,2,14,8.2
Liam Gallagher: As It Was,13-Sep-19,"Music,Documentary",9,0,2,48,0,0,4,9.8
Happy Gilmore,16-Feb-96,"Sport,Comedy,Romance",6,7,1,31,30,23,223,8
Billy Madison,10-Feb-95,"Comedy,Romance",2,11,0,16,37,60,163,6.5
Death Sentence,31-Aug-07,"Action,Drama,Thriller",10,11,3,36,14,13,131,8.5
